"Term","Course","Enrollment","MedianGrade"
"TERM","COURSE","ENRL","MEDIAN"
"11S","PSYC-021-01","71","B"
"11S","PSYC-028-01","109","B+"
"11S","PSYC-046-01","38","B"
"11S","PSYC-051-01","17","A-"
"11S","PSYC-052-01","30","B+"
"11S","PSYC-052-02","41","A"
"11S","PSYC-053-01","33","B+"
"11S","PSYC-065-01","22","B+/B"
"11S","PSYC-083-01","16","A /A-"
"11S","PSYC-084-01","10","A-"
"11S","PSYC-091-01","10","A"
"11S","REL -004-01","22","A-/B+"
"11S","REL -015-01","31","B+"
"11S","REL -020-03","31","A-"
"11S","REL -028-90","11","A-"
"11S","REL -031-01","21","A-"
"11S","REL -040-01","29","A-"
"11S","REL -046-01","29","A-"
"11S","REL -049-01","10","A"
"11S","REL -080-01","11","A-"
"11S","RUSS-003-01","13","B+"
"11S","RUSS-007-01","16","A-"
"11S","RUSS-013-01","59","A-"
"11S","SART-015-01","20","A"
"11S","SART-015-02","11","A"
"11S","SART-015-03","13","A"
"11S","SART-015-04","15","A"
"11S","SART-016-01","16","A /A-"
"11S","SART-017-01","15","A"
"11S","SART-023-01","11","A-"
"11S","SART-025-01","16","A-"
"11S","SART-027-01","13","A-"
"11S","SART-029-01","11","A-"
"11S","SART-031-01","10","A"
"11S","SART-065-01","13","A-"
"11S","SART-077-01","12","A"
"11S","SART-077-02","13","A-"
"11S","SOCY-007-01","16","B+"
"11S","SOCY-022-01","19","B+"
"11S","SOCY-025-01","17","B+"
"11S","SOCY-033-01","28","A-"
"11S","SOCY-051-01","47","B+"
"11S","SOCY-057-01","17","A-"
"11S","SOCY-064-01","18","A-"
"11S","SOCY-091-01","11","A-"
"11S","SPAN-001-01","21","A-"
"11S","SPAN-001-02","19","A"
"11S","SPAN-002-01","22","A-"
"11S","SPAN-002-02","19","B"
"11S","SPAN-002-03","10","B-"
"11S","SPAN-003-01","16","B+"
"11S","SPAN-003-02","20","A-"
"11S","SPAN-003-03","23","B+"
"11S","SPAN-003-04","19","A-"
"11S","SPAN-003-91","17","A-"
"11S","SPAN-005-91","17","A-"
"11S","SPAN-006-91","17","A-"
"11S","SPAN-009-01","18","A-"
"11S","SPAN-009-02","21","A"
"11S","SPAN-010-01","22","A"
"11S","SPAN-010-02","19","A-"
"11S","SPAN-023-90","15","A"
"11S","SPAN-032-01","25","A-"
"11S","SPAN-033-90","15","B"
"11S","SPAN-035-90","15","A-"
"11S","SPAN-037-01","24","A"
"11S","SPAN-040-01","13","A-"
"11S","SPAN-073-01","15","A-"
"11S","SSOC-001-01","28","B+"
"11S","THEA-007-01","16","A-"
"11S","THEA-007-02","16","A-"
"11S","THEA-010-01","36","A-"
"11S","THEA-010-02","11","A"
"11S","THEA-024-01","10","A"
"11S","THEA-027-01","12","A"
"11S","THEA-030-01","16","A"
"11S","THEA-032-01","10","A"
"11S","THEA-036-01","15","A"
"11S","TUCK-003-01","48","A-"
"11S","TUCK-003-02","46","B+"
"11S","WGST-007-01","15","A-"
"11S","WGST-016-01","44","A"
"11S","WGST-031-04","13","A-"
"11S","WGST-036-01","49","A-"
"11S","WGST-043-02","21","A-"
"11S","WGST-047-04","11","A"
"11S","WGST-050-02","24","A-"
"11S","WGST-051-03","20","B+"
"11S","WGST-053-04","10","B+"
"11S","WPS -001-01","28","B+"
"11S","WRIT-007-01","15","A-"
"11S","WRIT-007-02","16","A-"
"11S","WRIT-011-01","16","A"
"12S","AAAS-010-01","19","B"
"12S","AAAS-015-01","12","A-"
"12S","AAAS-044-01","24","A-"
"12S","AAAS-065-01","12","A-"
"12S","AAAS-067-01","14","A-"
"12S","AAAS-082-02","37","A-"
"12S","AAAS-086-01","18","A-"
"12S","AAAS-088-02","14","A"
"12S","AAAS-090-04","14","A-/B+"
"12S","AMES-012-01","85","A-"
"12S","AMES-013-01","57","A-"
"12S","AMES-018-01","21","A"
"12S","AMES-024-01","16","A"
"12S","AMES-030-01","29","A"
"12S","AMES-033-90","10","A-"
"12S","AMES-042-01","11","A-"
"12S","AMES-043-02","16","A"
"12S","AMES-054-90","10","A-/B+"
"12S","ANTH-004-01","17","B"
"12S","ANTH-005-01","14","A-"
"12S","ANTH-006-01","64","B+"
"12S","ANTH-017-01","46","A-"
"12S","ANTH-036-01","24","A-"
"12S","ANTH-038-01","55","A"
"12S","ANTH-040-01","14","A"
"12S","ANTH-042-01","24","B"
"12S","ANTH-048-01","41","B"
"12S","ANTH-049-01","25","A-"
"12S","ANTH-056-01","14","A-"
"12S","ANTH-061-01","26","A"
"12S","ARAB-003-01","15","A"
"12S","ARAB-003-02","15","A"
"12S","ARAB-023-01","14","A"
"12S","ARAB-061-01","11","A"
"12S","ARTH-004-01","48","B+"
"12S","ARTH-007-01","16","A-"
"12S","ARTH-010-90","15","A-"
"12S","ARTH-011-90","15","B+"
"12S","ARTH-012-90","15","A-"
"12S","ARTH-016-01","15","A"
"12S","ARTH-017-01","21","A-"
"12S","ARTH-052-01","47","B+"
"12S","ARTH-061-01","16","A"
"12S","ARTH-071-01","23","B+"
"12S","ARTH-082-01","13","A-"
"12S","ASTR-001-01","41","A-"
"12S","BIOL-004-01","36","A-"
"12S","BIOL-006-01","51","B-"
"12S","BIOL-007-01","16","A-"
"12S","BIOL-011-01","97","B"
"12S","BIOL-012-01","46","B"
"12S","BIOL-012-02","49","B"
"12S","BIOL-016-01","34","B"
"12S","BIOL-037-01","46","B+/B"
"12S","BIOL-038-01","12","A-"
"12S","BIOL-071-01","18","A-"
"12S","BIOL-074-01","12","A-"
"12S","BIOL-076-01","20","A"
"12S","BIOL-099-01","10","A"
"12S","BIOL-171-01","18","A-"
"12S","BIOL-176-01","20","A"
"12S","CHEM-006-01","67","B"
"12S","CHEM-006-02","140","B"
"12S","CHEM-041-01","34","B+"
"12S","CHEM-051-01","52","B+"
"12S","CHEM-076-01","19","B+"
"12S","CHIN-003-01","14","A-"
"12S","CHIN-003-02","17","A"
"12S","CHIN-010-01","85","A-"
"12S","CHIN-023-01","21","A-"
"12S","CHIN-033-01","14","A"
"12S","CLST-002-01","34","B+"
"12S","CLST-007-01","16","A-"
"12S","CLST-011-01","18","A-"
"12S","CLST-021-01","25","A"
"12S","CLST-026-01","15","A-"
"12S","COCO-005-01","18","A-"
"12S","COCO-006-01","19","B+"
"12S","COGS-002-01","150","B+"
"12S","COGS-026-01","54","A-"
"12S","COLT-007-01","16","A-"
"12S","COLT-029-01","13","A"
"12S","COLT-037-90","10","A"
"12S","COLT-057-01","23","A-"
"12S","COLT-067-01","14","A-"
"12S","COLT-070-01","14","A"
"12S","COSC-007-01","16","B+"
"12S","COSC-010-01","63","B+"
"12S","COSC-024-01","21","A-"
"12S","COSC-050-01","37","A"
"12S","COSC-051-01","20","B+"
"12S","COSC-056-01","35","B+"
"12S","COSC-074-01","10","A-/B+"
"12S","COSC-099-01","10","A"
"12S","COSC-174-01","10","A-/B+"
"12S","EARS-001-01","54","B+"
"12S","EARS-003-01","168","B+"
"12S","EARS-014-01","24","A"
"12S","EARS-031-01","12","B+"
"12S","EARS-035-01","13","A-"
"12S","ECON-001-01","49","B"
"12S","ECON-001-02","49","B"
"12S","ECON-001-03","76","B"
"12S","ECON-001-04","76","B"
"12S","ECON-002-01","42","B"
"12S","ECON-010-01","62","B+/B"
"12S","ECON-010-02","62","B+/B"
"12S","ECON-020-01","57","B+"
"12S","ECON-020-02","57","B+"
"12S","ECON-021-01","58","A-"
"12S","ECON-021-02","58","A-"
"12S","ECON-021-03","67","B+"
"12S","ECON-021-04","67","B+"
"12S","ECON-021-05","31","B"
"12S","ECON-022-01","44","B+"
"12S","ECON-022-02","44","B+"
"12S","ECON-024-01","66","B+"
"12S","ECON-024-02","66","B+"
"12S","ECON-026-01","56","A-"
"12S","ECON-026-02","56","A-"
"12S","ECON-028-01","63","B+"
"12S","ECON-028-02","63","B+"
"12S","ECON-029-01","59","A-"
"12S","ECON-029-02","59","A-"
"12S","ECON-036-01","26","B+"
"12S","ECON-036-02","26","B+"
"12S","ECON-038-01","36","B+"
"12S","ECON-039-01","66","A-"
"12S","ECON-039-02","66","A-"
"12S","ECON-045-01","13","A-"
"12S","ECON-045-02","13","A-"
"12S","ECON-046-01","50","A-"
"12S","ECON-046-02","50","A-"
"12S","ECON-046-03","50","A-"
"12S","ECON-046-04","29","A-"
"12S","ECON-046-05","29","A-"
"12S","ECON-047-01","11","A-"
"12S","ECON-049-01","24","B+"
"12S","ECON-049-02","24","B+"
"12S","ECON-076-01","13","A-"
"12S","ECON-085-01","14","A"
"12S","ECON-085-02","14","A"
"12S","ECS -155-01","33","B+"
"12S","EDUC-016-01","26","A-"
"12S","EDUC-050-01","15","B"
"12S","EDUC-057-01","31","B+"
"12S","EDUC-060-01","23","B+"
"12S","EDUC-062-01","26","B+"
"12S","ENGL-007-01","16","A-"
"12S","ENGL-007-02","16","B /B-"
"12S","ENGL-007-03","16","A-"
"12S","ENGL-007-04","16","B+"
"12S","ENGL-007-05","15","A-"
"12S","ENGL-008-01","24","A"
"12S","ENGL-012-01","24","A-"
"12S","ENGL-016-01","16","A-"
"12S","ENGL-022-01","22","B+"
"12S","ENGL-034-01","26","A-"
"12S","ENGL-045-01","48","A-"
"12S","ENGL-047-01","219","A"
"12S","ENGL-048-01","35","B+"
"12S","ENGL-058-01","12","A-"
"12S","ENGL-060-02","26","B+"
"12S","ENGL-062-02","11","B+"
"12S","ENGL-063-02","26","A-"
"12S","ENGL-063-03","14","A-"
"12S","ENGL-066-02","26","B+"
"12S","ENGL-067-04","10","B+"
"12S","ENGL-071-01","15","A-"
"12S","ENGL-072-06","11","A-"
"12S","ENGL-080-01","11","A-"
"12S","ENGL-080-02","12","A-"
"12S","ENGL-080-03","12","A-/B+"
"12S","ENGL-082-01","12","A-"
"12S","ENGS-005-01","69","A-"
"12S","ENGS-006-01","26","B+"
"12S","ENGS-007-01","16","A-/B+"
"12S","ENGS-020-01","75","B+"
"12S","ENGS-021-01","38","B+"
"12S","ENGS-022-01","35","B+"
"12S","ENGS-023-01","44","B"
"12S","ENGS-024-01","31","A-"
"12S","ENGS-025-01","60","B"
"12S","ENGS-030-01","22","A"
"12S","ENGS-031-01","35","B+"
"12S","ENGS-041-01","19","A-"
"12S","ENGS-051-01","26","A-"
"12S","ENGS-056-01","14","A-"
"12S","ENGS-060-01","11","B+"
"12S","ENGS-071-01","25","A"
"12S","ENGS-075-01","14","A-"
"12S","ENGS-088-01","18","A"
"12S","ENGS-093-01","32","B+"
"12S","ENGS-171-01","14","A-"
"12S","ENVS-003-01","54","A-"
"12S","ENVS-007-01","16","A"
"12S","ENVS-007-02","16","A-"
"12S","ENVS-015-01","75","A-"
"12S","ENVS-028-01","47","B+"
"12S","ENVS-050-01","20","B+"
"12S","ENVS-056-01","20","A /A-"
"12S","ENVS-058-01","23","A"
"12S","ENVS-079-01","13","A-"
"12S","ENVS-080-02","12","A"
"12S","FILM-007-01","16","B+"
"12S","FILM-023-01","11","B+"
"12S","FILM-032-01","11","A-"
"12S","FILM-034-01","12","A-"
"12S","FILM-041-01","46","B+"
"12S","FILM-045-01","27","A-"
"12S","FILM-049-01","12","A"
"12S","FREN-001-01","18","A-"
"12S","FREN-002-01","13","A-"
"12S","FREN-002-02","19","A-"
"12S","FREN-003-01","22","A"
"12S","FREN-003-02","14","A-"
"12S","FREN-003-92","10","A"
"12S","FREN-005-90","10","A"
"12S","FREN-006-90","10","A"
"12S","FREN-008-01","15","A"
"12S","FREN-010-01","22","A"
"12S","FREN-020-01","13","A-"
"12S","FREN-025-01","26","A-"
"12S","FREN-029-90","15","A-"
"12S","FREN-030-90","15","A-"
"12S","FREN-031-90","15","A-"
"12S","FREN-060-01","10","A-"
"12S","GENE-187-01","15","A-"
"12S","GEOG-004-01","29","B"
"12S","GEOG-006-01","38","A-"
"12S","GEOG-013-01","35","A-"
"12S","GEOG-017-01","51","A-"
"12S","GEOG-026-01","19","A-"
"12S","GEOG-029-01","42","A-"
"12S","GEOG-047-90","20","A"
"12S","GEOG-049-01","10","A-"
"12S","GEOG-050-01","33","B+"
"12S","GEOG-056-01","33","B+"
"12S","GEOG-081-90","20","A"
"12S","GEOG-082-90","20","A"
"12S","GERM-003-01","21","A-"
"12S","GERM-013-01","56","A-"
"12S","GOVT-004-01","48","B+"
"12S","GOVT-005-01","49","B+"
"12S","GOVT-005-02","37","B+"
"12S","GOVT-005-03","39","B"
"12S","GOVT-006-01","54","B+"
"12S","GOVT-007-01","16","A-"
"12S","GOVT-010-01","29","B+"
"12S","GOVT-010-02","40","B+"
"12S","GOVT-010-03","31","B+"
"12S","GOVT-019-02","17","A-"
"12S","GOVT-031-01","35","B+"
"12S","GOVT-040-01","25","A-"
"12S","GOVT-049-04","16","A-"
"12S","GOVT-050-01","21","B+"
"12S","GOVT-050-02","34","A-"
"12S","GOVT-050-03","45","B+"
"12S","GOVT-058-01","32","B+"
"12S","GOVT-059-01","30","A-"
"12S","GOVT-060-01","43","A-"
"12S","GOVT-062-02","35","B+"
"12S","GOVT-069-01","10","B+"
"12S","GOVT-083-05","12","A-"
"12S","GOVT-085-20","11","A"
"12S","GOVT-085-21","17","A-"
"12S","GOVT-086-19","17","A-"
"12S","GOVT-093-90","11","A"
"12S","GOVT-094-90","11","A-"
"12S","GOVT-095-90","11","A-"
"12S","HEBR-063-01","17","A-"
"12S","HIST-004-01","16","A-"
"12S","HIST-005-04","11","A-"
"12S","HIST-006-01","15","B+"
"12S","HIST-006-02","18","A-"
"12S","HIST-006-03","14","A"
"12S","HIST-007-01","16","B+"
"12S","HIST-007-02","16","A-"
"12S","HIST-010-01","27","B+"
"12S","HIST-015-01","72","B+"
"12S","HIST-026-01","38","B+"
"12S","HIST-027-01","28","A-/B+"
"12S","HIST-034-01","47","B+"
"12S","HIST-050-01","19","B+"
"12S","HIST-054-01","12","A-/B+"
"12S","HIST-059-01","40","B+"
"12S","HIST-063-01","11","A-"
"12S","HIST-065-01","48","B+"
"12S","HIST-066-01","12","A-"
"12S","HIST-077-01","14","A-"
"12S","HIST-094-01","33","A-"
"12S","HIST-096-02","14","A-/B+"
"12S","HIST-096-03","14","A-"
"12S","HIST-099-01","13","A"
"12S","INTS-016-01","38","A-"
"12S","INTS-017-01","23","A-"
"12S","INTS-087-01","15","A-"
"12S","ITAL-001-01","10","A"
"12S","ITAL-002-01","14","A /A-"
"12S","ITAL-002-02","16","A-"
"12S","ITAL-003-01","17","A-"
"12S","ITAL-007-01","16","A-"
"12S","ITAL-023-01","15","A-"
"12S","JAPN-010-01","57","A-"
"12S","JWST-024-02","17","A-"
"12S","LACS-030-03","20","A"
"12S","LACS-048-01","15","A"
"12S","LACS-052-01","16","A-"
"12S","LACS-054-01","18","A-"
"12S","LAT -003-02","10","B"
"12S","LAT -026-01","10","A /A-"
"12S","LATS-041-01","11","A-"
"12S","LING-001-01","78","A-/B+"
"12S","LING-007-01","14","A"
"12S","LING-017-01","32","A-"
"12S","LING-020-01","34","A"
"12S","LING-024-01","17","A"
"12S","LING-080-01","15","B+"
"12S","M&SS-015-01","17","A"
"12S","MALS-364-01","11","A-"
"12S","MATH-004-01","11","A"
"12S","MATH-007-01","16","A-"
"12S","MATH-008-01","36","B+/B"
"12S","MATH-008-02","36","B+/B"
"12S","MATH-010-01","55","A-"
"12S","MATH-013-01","47","B+"
"12S","MATH-013-02","47","B+"
"12S","MATH-022-01","30","A-"
"12S","MATH-023-01","59","A-"
"12S","MATH-023-02","59","A-"
"12S","MATH-024-01","20","A-/B+"
"12S","MATH-027-01","14","A /A-"
"12S","MATH-038-01","19","B+"
"12S","MATH-043-01","27","A-"
"12S","MATH-046-01","12","A-"
"12S","MATH-060-01","22","A"
"12S","MATH-075-01","16","A"
"12S","MUS -001-01","16","B+"
"12S","MUS -004-01","29","A"
"12S","MUS -007-01","16","B+"
"12S","MUS -008-01","37","A"
"12S","MUS -020-01","18","A"
"12S","MUS -023-01","15","A"
"12S","MUS -030-01","10","A"
"12S","MUS -031-01","13","A"
"12S","MUS -051-01","35","A"
"12S","NAS -007-01","16","A-"
"12S","NAS -008-01","39","A-"
"12S","NAS -010-01","17","B"
"12S","NAS -015-01","72","B+"
"12S","NAS -035-01","48","A-"
"12S","NAS -041-01","11","A-"
"12S","NAS -045-01","16","A-/B+"
"12S","NAS -050-01","10","B+"
"12S","NAS -080-1","11","A"
"12S","PBPL-026-01","40","B"
"12S","PBPL-041-01","17","A-"
"12S","PHIL-001-01","43","A-"
"12S","PHIL-006-01","34","A /A-"
"12S","PHIL-014-01","10","A-"
"12S","PHIL-025-01","54","B+"
"12S","PHIL-026-01","54","A-"
"12S","PHIL-030-01","12","B+"
"12S","PHIL-038-01","14","A-"
"12S","PHYS-001-01","40","B+"
"12S","PHYS-002-01","40","B+"
"12S","PHYS-004-01","65","A-"
"12S","PHYS-007-01","16","B+"
"12S","PHYS-014-01","79","A-"
"12S","PHYS-014-02","79","A-"
"12S","PHYS-030-01","22","A"
"12S","PHYS-044-01","17","A-"
"12S","PORT-001-01","20","A"
"12S","PORT-020-01","12","A"
"12S","PSYC-001-01","71","B+"
"12S","PSYC-007-01","16","A-"
"12S","PSYC-010-01","75","B+"
"12S","PSYC-011-01","32","A-"
"12S","PSYC-028-01","150","B+"
"12S","PSYC-046-01","39","B"
"12S","PSYC-051-01","32","A-"
"12S","PSYC-051-02","28","B+"
"12S","PSYC-052-01","34","B+/B"
"12S","PSYC-052-02","37","A"
"12S","PSYC-053-01","29","B+"
"12S","PSYC-065-01","28","B+"
"12S","PSYC-083-01","14","A-"
"12S","PSYC-083-02","15","A-"
"12S","PSYC-085-01","18","A-"
"12S","REL -002-01","18","A-"
"12S","REL -019-01","11","A-"
"12S","REL -020-03","26","A-/B+"
"12S","REL -028-01","10","A-"
"12S","RUSS-003-01","12","A-"
"12S","RUSS-013-01","114","A-"
"12S","SART-015-01","11","A"
"12S","SART-015-02","12","A-"
"12S","SART-015-03","16","A"
"12S","SART-016-01","12","A-"
"12S","SART-020-01","14","A-"
"12S","SART-025-01","14","A-"
"12S","SART-027-01","10","A"
"12S","SART-029-01","12","A-/B+"
"12S","SART-030-01","10","A-"
"12S","SART-077-01","15","A"
"12S","SART-077-02","15","A-"
"12S","SOCY-001-01","47","A"
"12S","SOCY-007-01","15","B+"
"12S","SOCY-026-01","18","B+"
"12S","SOCY-030-01","53","B+"
"12S","SOCY-033-01","36","B+"
"12S","SOCY-062-01","37","B+"
"12S","SOCY-079-04","21","A"
"12S","SOCY-091-01","17","A-"
"12S","SPAN-001-01","18","B+"
"12S","SPAN-001-02","21","B+"
"12S","SPAN-002-01","14","B /B-"
"12S","SPAN-002-02","20","A-"
"12S","SPAN-002-03","22","A-"
"12S","SPAN-003-01","15","B"
"12S","SPAN-003-02","18","A-"
"12S","SPAN-003-03","22","A-"
"12S","SPAN-003-04","22","B"
"12S","SPAN-003-05","17","B+"
"12S","SPAN-003-91","17","B+"
"12S","SPAN-005-91","17","A-"
"12S","SPAN-006-91","17","A-"
"12S","SPAN-009-01","18","A-"
"12S","SPAN-020-01","10","A"
"12S","SPAN-020-02","13","A-"
"12S","SPAN-023-90","16","A-"
"12S","SPAN-030-01","19","A-"
"12S","SPAN-033-90","16","A-"
"12S","SPAN-035-90","16","A-"
"12S","SPAN-055-01","15","A"
"12S","SPAN-063-01","14","A"
"12S","SPAN-070-01","15","A-"
"12S","SPEE-020-01","14","A-"
"12S","SPEE-027-01","11","A"
"12S","THEA-001-01","16","A"
"12S","THEA-007-01","16","A /A-"
"12S","THEA-007-02","16","A /A-"
"12S","THEA-010-02","34","B+"
"12S","THEA-010-03","16","A"
"12S","THEA-024-01","16","A"
"12S","THEA-030-01","16","A-"
"12S","THEA-031-01","18","A"
"12S","THEA-043-01","11","A"
"12S","THEA-044-01","13","A-"
"12S","TUCK-003-01","54","A"
"12S","TUCK-003-02","56","A"
"12S","WGST-007-01","11","A-"
"12S","WGST-016-01","26","A-"
"12S","WGST-023-01","28","A-/B+"
"12S","WGST-030-01","19","A-"
"12S","WGST-031-01","16","A-"
"12S","WGST-033-07","37","B+"
"12S","WGST-038-02","14","A"
"12S","WGST-041-02","10","A-"
"12S","WGST-041-03","27","A-"
"12S","WGST-047-01","11","B+"
"12S","WGST-047-03","11","A-"
"12S","WGST-052-01","14","A-"
"12S","WGST-054-01","13","A"
"12S","WGST-061-04","26","A"
"12S","WGST-066-05","11","A-"
"12S","WPS -001-01","21","B+"
"12S","WRIT-008-01","13","A"
"12S","WRIT-010-01","10","A"
"12S","WRIT-041-01","17","A-"
"13S","AAAS-015-01","14","A"
"13S","AAAS-051-01","14","A /A-"
"13S","AAAS-060-01","18","A-"
"13S","AAAS-067-01","11","A-"
"13S","AAAS-082-01","26","A-/B+"
"13S","AAAS-082-04","22","A"
"13S","AAAS-083-04","18","B+"
"13S","AAAS-085-03","17","A-"
"13S","AAAS-090-05","11","A"
"13S","AAAS-091-01","13","A-"
"13S","AMEL-007-01","16","A-"
"13S","AMES-018-01","19","A"
"13S","AMES-021-01","34","A-"
"13S","AMES-024-01","14","A"
"13S","AMES-025-01","14","A-"
"13S","AMES-026-01","12","A-"
"13S","AMES-041-01","23","A"
"13S","AMES-043-02","10","A-"
"13S","ANTH-005-01","12","A"
"13S","ANTH-012-02","20","A-"
"13S","ANTH-014-01","35","A-"
"13S","ANTH-020-01","44","B"
"13S","ANTH-023-01","13","A-"
"13S","ANTH-032-01","12","A-"
"13S","ANTH-033-01","11","A-"
"13S","ANTH-048-01","26","B+/B"
"13S","ANTH-050-06","32","A-"
"13S","ANTH-050-08","20","A"
"13S","ANTH-077-01","12","A"
"13S","ARAB-003-01","10","A"
"13S","ARAB-003-02","10","A"
"13S","ARAB-062-01","27","A"
"13S","ARTH-007-01","16","A"
"13S","ARTH-010-90","15","A-"
"13S","ARTH-011-90","15","A-"
"13S","ARTH-012-90","15","A"
"13S","ARTH-016-01","12","B+"
"13S","ARTH-016-02","12","A-"
"13S","ARTH-017-01","19","A-"
"13S","ARTH-020-01","29","A-"
"13S","ARTH-032-01","17","A-"
"13S","ARTH-061-01","10","A-"
"13S","ARTH-065-01","19","A-"
"13S","ASTR-001-01","44","A-"
"13S","ASTR-015-01","16","B+"
"13S","BIOL-004-01","25","A-"
"13S","BIOL-006-01","19","B"
"13S","BIOL-007-01","16","A"
"13S","BIOL-007-02","16","A-"
"13S","BIOL-011-01","88","B"
"13S","BIOL-012-01","98","B"
"13S","BIOL-016-01","26","B"
"13S","BIOL-025-01","33","B"
"13S","BIOL-031-01","15","B"
"13S","BIOL-037-01","33","B+"
"13S","BIOL-063-01","15","A"
"13S","BIOL-071-01","10","A /A-"
"13S","BIOL-076-01","31","A"
"13S","BIOL-099-01","11","A"
"13S","BIOL-171-01","10","A /A-"
"13S","BIOL-176-01","31","A"
"13S","CHEM-006-01","121","B"
"13S","CHEM-006-02","85","B"
"13S","CHEM-007-01","15","A"
"13S","CHEM-041-01","40","B+"
"13S","CHEM-051-01","85","B+"
"13S","CHEM-076-01","15","A-"
"13S","CHIN-003-01","15","A-"
"13S","CHIN-003-02","15","A-"
"13S","CHIN-033-01","11","A"
"13S","CHIN-061-01","30","A-"
"13S","CHIN-062-01","20","A-"
"13S","CLST-002-01","12","A-/B+"
"13S","CLST-007-01","12","A-"
"13S","CLST-011-01","22","B+"
"13S","CLST-011-02","17","A-"
"13S","CLST-017-01","24","B+"
"13S","CLST-025-01","20","B+"
"13S","CLST-030-90","14","A /A-"
"13S","CLST-030-91","14","A"
"13S","CLST-031-90","14","B+"
"13S","COCO-001-01","35","A-"
"13S","COCO-002-01","32","A-"
"13S","COCO-004-01","26","A-"
"13S","COGS-002-01","142","A-"
"13S","COGS-026-01","48","A-"
"13S","COLT-007-01","16","A /A-"
"13S","COLT-007-02","16","A-/B+"
"13S","COLT-010-01","16","A-"
"13S","COLT-035-01","27","A"
"13S","COLT-051-01","14","A /A-"
"13S","COLT-057-01","24","A-"
"13S","COLT-057-02","16","A-"
"13S","COLT-067-01","11","A-"
"13S","COSC-001-01","115","B+"
"13S","COSC-007-01","15","A-"
"13S","COSC-020-01","26","A-"
"13S","COSC-027-01","15","A"
"13S","COSC-031-01","16","A-/B+"
"13S","COSC-050-01","46","B+"
"13S","COSC-051-01","36","B+"
"13S","COSC-056-01","37","A-"
"13S","COSC-060-01","14","A /A-"
"13S","COSC-065-01","40","A"
"13S","COSC-069-01","14","A-"
"13S","COSC-077-01","16","A"
"13S","COSC-099-01","10","A"
"13S","COSC-165-01","40","A"
"13S","EARS-001-01","42","B+"
"13S","EARS-003-01","160","A-"
"13S","EARS-004-01","19","B"
"13S","EARS-008-01","12","A"
"13S","EARS-031-01","21","A-"
"13S","EARS-052-01","13","B+"
"13S","EARS-071-01","25","A-"
"13S","EARS-171-01","25","A-"
"13S","ECON-001-01","74","B /B-"
"13S","ECON-001-02","74","B /B-"
"13S","ECON-001-03","30","B"
"13S","ECON-001-04","30","B"
"13S","ECON-002-01","40","B"
"13S","ECON-010-01","50","B+"
"13S","ECON-010-02","50","B+"
"13S","ECON-020-01","55","B"
"13S","ECON-020-02","55","B"
"13S","ECON-021-01","64","B+"
"13S","ECON-021-02","64","B+"
"13S","ECON-021-03","21","B+"
"13S","ECON-021-04","31","B+"
"13S","ECON-022-01","59","B+"
"13S","ECON-022-02","59","B+"
"13S","ECON-022-03","59","B+"
"13S","ECON-022-04","59","B+"
"13S","ECON-024-01","59","B+"
"13S","ECON-024-02","59","B+"
"13S","ECON-026-01","30","B+"
"13S","ECON-026-02","30","B+"
"13S","ECON-028-01","23","B+"
"13S","ECON-029-01","60","A"
"13S","ECON-029-02","60","A"
"13S","ECON-036-01","53","B+"
"13S","ECON-036-02","53","B+"
"13S","ECON-038-01","26","B+"
"13S","ECON-039-01","68","A-"
"13S","ECON-039-02","68","A-"
"13S","ECON-045-01","16","A-"
"13S","ECON-045-02","16","A-"
"13S","ECON-046-01","18","A-"
"13S","ECON-046-02","18","A-"
"13S","ECON-046-03","46","A-"
"13S","ECON-046-04","46","A-"
"13S","ECON-046-05","46","A-"
"13S","ECON-049-01","29","A-"
"13S","ECON-049-02","29","A-"
"13S","ECON-076-01","16","A-"
"13S","ECON-079-01","15","A"
"13S","ECON-081-01","13","A"
"13S","ECS -155-01","16","A /A-"
"13S","EDUC-050-01","16","B+"
"13S","EDUC-057-01","27","A-"
"13S","EDUC-060-01","23","B+"
"13S","EDUC-062-01","23","B+"
"13S","ENGL-007-01","15","A"
"13S","ENGL-007-02","16","A-"
"13S","ENGL-007-03","16","A-"
"13S","ENGL-007-04","15","B+"
"13S","ENGL-007-05","16","A-"
"13S","ENGL-008-01","22","A"
"13S","ENGL-022-01","24","A-"
"13S","ENGL-028-01","25","A"
"13S","ENGL-032-01","21","A-"
"13S","ENGL-045-01","50","A-"
"13S","ENGL-047-01","50","A"
"13S","ENGL-048-01","27","B+"
"13S","ENGL-063-14","11","A-"
"13S","ENGL-067-16","14","A /A-"
"13S","ENGL-067-17","34","A-"
"13S","ENGL-067-18","13","A-"
"13S","ENGL-070-14","12","A-"
"13S","ENGL-072-11","10","A-"
"13S","ENGL-072-15","12","A"
"13S","ENGL-080-01","11","A"
"13S","ENGL-080-02","11","A-"
"13S","ENGL-081-01","12","A-"
"13S","ENGL-082-01","12","A"
"13S","ENGL-083-01","11","A-"
"13S","ENGL-089-01","16","A-"
"13S","ENGS-005-01","80","B+"
"13S","ENGS-006-01","28","B+"
"13S","ENGS-007-01","16","A-"
"13S","ENGS-012-01","18","A /A-"
"13S","ENGS-020-01","51","A-"
"13S","ENGS-021-01","53","A-"
"13S","ENGS-022-01","30","B+"
"13S","ENGS-023-01","15","B"
"13S","ENGS-024-01","32","A-"
"13S","ENGS-025-01","58","B"
